设备类型：XXX
测量单元名称：呼叫会话统计
服务名,实例,可信度,不可信原因,测量开始时间,测量结束时间,周期(分钟),呼叫请求次数,呼叫请求成功次数,呼叫请求失败次数,呼叫成功率,呼叫失败率,统计峰值,最大并发,x业务请求次数,x业务请求成功次数,x业务请求失败次数
IMS-Core,ims-node-01,可信,,2026-08-19 19:10:00,2026-08-19 19:15:00,5,1434,1428,6,99.58,0.42,283,195,847,843,4
IMS-Core,ims-node-02,可信,,2026-08-19 19:10:00,2026-08-19 19:15:00,5,1466,1460,6,99.59,0.41,296,202,886,879,7
Access-GW,access-node-01,可信,,2026-08-19 19:10:00,2026-08-19 19:15:00,5,1618,1610,8,99.51,0.49,323,222,994,991,3
Access-GW,access-node-02,可信,,2026-08-19 19:10:00,2026-08-19 19:15:00,5,1731,1722,9,99.48,0.52,345,237,1079,1073,6
SBC,sbc-node-01,可信,,2026-08-19 19:10:00,2026-08-19 19:15:00,5,1742,1733,9,99.48,0.52,356,242,1106,1104,2
Media-FW,media-node-01,可信,,2026-08-19 19:10:00,2026-08-19 19:15:00,5,1789,1781,8,99.55,0.45,370,251,1154,1149,5
IMS-Core,ims-node-01,可信,,2026-08-19 19:15:00,2026-08-19 19:20:00,5,1412,1405,7,99.50,0.50,285,196,844,839,5
IMS-Core,ims-node-02,可信,,2026-08-19 19:15:00,2026-08-19 19:20:00,5,1445,1438,7,99.52,0.48,298,203,884,883,1
Access-GW,access-node-01,可信,,2026-08-19 19:15:00,2026-08-19 19:20:00,5,1593,1585,8,99.50,0.50,324,223,990,986,4
Access-GW,access-node-02,可信,,2026-08-19 19:15:00,2026-08-19 19:20:00,5,1704,1694,10,99.41,0.59,346,238,1074,1067,7
SBC,sbc-node-01,可信,,2026-08-19 19:15:00,2026-08-19 19:20:00,5,1718,1709,9,99.48,0.52,357,243,1103,1100,3
Media-FW,media-node-01,可信,,2026-08-19 19:15:00,2026-08-19 19:20:00,5,1766,1757,9,99.49,0.51,371,252,1151,1145,6
IMS-Core,ims-node-01,可信,,2026-08-19 19:20:00,2026-08-19 19:25:00,5,1400,1393,7,99.50,0.50,286,197,847,841,6
IMS-Core,ims-node-02,可信,,2026-08-19 19:20:00,2026-08-19 19:25:00,5,1435,1428,7,99.51,0.49,299,205,888,886,2
Access-GW,access-node-01,可信,,2026-08-19 19:20:00,2026-08-19 19:25:00,5,1579,1570,9,99.43,0.57,325,223,992,987,5
Access-GW,access-node-02,可信,,2026-08-19 19:20:00,2026-08-19 19:25:00,5,1688,1678,10,99.41,0.59,346,239,1075,1074,1
SBC,sbc-node-01,可信,,2026-08-19 19:20:00,2026-08-19 19:25:00,5,1704,1694,10,99.41,0.59,358,244,1105,1101,4
Media-FW,media-node-01,可信,,2026-08-19 19:20:00,2026-08-19 19:25:00,5,1753,1744,9,99.49,0.51,372,253,1154,1147,7
IMS-Core,ims-node-01,可信,,2026-08-19 19:25:00,2026-08-19 19:30:00,5,1399,1392,7,99.50,0.50,287,198,857,850,7
IMS-Core,ims-node-02,可信,,2026-08-19 19:25:00,2026-08-19 19:30:00,5,1436,1429,7,99.51,0.49,301,206,899,896,3
Access-GW,access-node-01,可信,,2026-08-19 19:25:00,2026-08-19 19:30:00,5,1576,1567,9,99.43,0.57,326,224,1000,994,6
Access-GW,access-node-02,可信,,2026-08-19 19:25:00,2026-08-19 19:30:00,5,1683,1673,10,99.41,0.59,347,239,1082,1080,2
SBC,sbc-node-01,可信,,2026-08-19 19:25:00,2026-08-19 19:30:00,5,1702,1692,10,99.41,0.59,359,245,1114,1109,5
Media-FW,media-node-01,可信,,2026-08-19 19:25:00,2026-08-19 19:30:00,5,1752,1742,10,99.43,0.57,374,255,1163,1162,1
IMS-Core,ims-node-01,可信,,2026-08-19 19:30:00,2026-08-19 19:35:00,5,1321,1314,7,99.47,0.53,288,199,752,751,1
IMS-Core,ims-node-02,可信,,2026-08-19 19:30:00,2026-08-19 19:35:00,5,1359,1352,7,99.48,0.52,302,208,795,791,4
Access-GW,access-node-01,可信,,2026-08-19 19:30:00,2026-08-19 19:35:00,5,1496,1487,9,99.40,0.60,326,225,894,887,7
Access-GW,access-node-02,可信,,2026-08-19 19:30:00,2026-08-19 19:35:00,5,1600,1590,10,99.38,0.62,347,240,974,971,3
SBC,sbc-node-01,可信,,2026-08-19 19:30:00,2026-08-19 19:35:00,5,1622,1612,10,99.38,0.62,359,246,1008,1002,6
Media-FW,media-node-01,可信,,2026-08-19 19:30:00,2026-08-19 19:35:00,5,1673,1664,9,99.46,0.54,375,256,1058,1056,2
IMS-Core,ims-node-01,可信,,2026-08-19 19:35:00,2026-08-19 19:40:00,5,1340,1332,8,99.40,0.60,290,201,773,771,2
IMS-Core,ims-node-02,可信,,2026-08-19 19:35:00,2026-08-19 19:40:00,5,1380,1373,7,99.49,0.51,304,209,817,812,5
Access-GW,access-node-01,可信,,2026-08-19 19:35:00,2026-08-19 19:40:00,5,1512,1503,9,99.40,0.60,327,226,913,912,1
Access-GW,access-node-02,可信,,2026-08-19 19:35:00,2026-08-19 19:40:00,5,1615,1604,11,99.32,0.68,348,240,993,989,4
SBC,sbc-node-01,可信,,2026-08-19 19:35:00,2026-08-19 19:40:00,5,1639,1629,10,99.39,0.61,360,247,1028,1021,7
Media-FW,media-node-01,可信,,2026-08-19 19:35:00,2026-08-19 19:40:00,5,1691,1681,10,99.41,0.59,376,257,1078,1075,3
IMS-Core,ims-node-01,可信,,2026-08-19 19:40:00,2026-08-19 19:45:00,5,1364,1356,8,99.41,0.59,291,202,797,794,3
IMS-Core,ims-node-02,可信,,2026-08-19 19:40:00,2026-08-19 19:45:00,5,1406,1398,8,99.43,0.57,306,210,842,836,6
Access-GW,access-node-01,可信,,2026-08-19 19:40:00,2026-08-19 19:45:00,5,1535,1526,9,99.41,0.59,328,227,936,934,2
Access-GW,access-node-02,可信,,2026-08-19 19:40:00,2026-08-19 19:45:00,5,1635,1624,11,99.33,0.67,348,241,1014,1009,5
SBC,sbc-node-01,可信,,2026-08-19 19:40:00,2026-08-19 19:45:00,5,1662,1652,10,99.40,0.60,361,248,1051,1050,1
Media-FW,media-node-01,可信,,2026-08-19 19:40:00,2026-08-19 19:45:00,5,1715,1705,10,99.42,0.58,377,258,1102,1098,4
IMS-Core,ims-node-01,可信,,2026-08-19 19:45:00,2026-08-19 19:50:00,5,1391,1383,8,99.42,0.58,292,203,822,818,4
IMS-Core,ims-node-02,可信,,2026-08-19 19:45:00,2026-08-19 19:50:00,5,1435,1427,8,99.44,0.56,307,212,868,861,7
Access-GW,access-node-01,可信,,2026-08-19 19:45:00,2026-08-19 19:50:00,5,1560,1550,10,99.36,0.64,329,228,961,958,3
Access-GW,access-node-02,可信,,2026-08-19 19:45:00,2026-08-19 19:50:00,5,1658,1647,11,99.34,0.66,348,241,1038,1032,6
SBC,sbc-node-01,可信,,2026-08-19 19:45:00,2026-08-19 19:50:00,5,1687,1676,11,99.35,0.65,362,249,1075,1073,2
Media-FW,media-node-01,可信,,2026-08-19 19:45:00,2026-08-19 19:50:00,5,1741,1731,10,99.43,0.57,378,259,1127,1122,5
IMS-Core,ims-node-01,可信,,2026-08-19 19:50:00,2026-08-19 19:55:00,5,1417,1409,8,99.44,0.56,293,204,847,842,5
IMS-Core,ims-node-02,可信,,2026-08-19 19:50:00,2026-08-19 19:55:00,5,1462,1454,8,99.45,0.55,309,213,894,893,1
Access-GW,access-node-01,可信,,2026-08-19 19:50:00,2026-08-19 19:55:00,5,1583,1573,10,99.37,0.63,330,229,984,980,4
Access-GW,access-node-02,可信,,2026-08-19 19:50:00,2026-08-19 19:55:00,5,1679,1668,11,99.34,0.66,349,242,1060,1053,7
SBC,sbc-node-01,可信,,2026-08-19 19:50:00,2026-08-19 19:55:00,5,1711,1700,11,99.36,0.64,363,250,1099,1096,3
Media-FW,media-node-01,可信,,2026-08-19 19:50:00,2026-08-19 19:55:00,5,1766,1756,10,99.43,0.57,379,260,1151,1145,6
IMS-Core,ims-node-01,可信,,2026-08-19 19:55:00,2026-08-19 20:00:00,5,1437,1429,8,99.44,0.56,295,166,869,863,6
IMS-Core,ims-node-02,可信,,2026-08-19 19:55:00,2026-08-19 20:00:00,5,1484,1476,8,99.46,0.54,310,175,916,914,2
Access-GW,access-node-01,可信,,2026-08-19 19:55:00,2026-08-19 20:00:00,5,1601,1592,9,99.44,0.56,330,190,1004,999,5
Access-GW,access-node-02,可信,,2026-08-19 19:55:00,2026-08-19 20:00:00,5,1695,1684,11,99.35,0.65,349,204,1079,1078,1
SBC,sbc-node-01,可信,,2026-08-19 19:55:00,2026-08-19 20:00:00,5,1730,1720,10,99.42,0.58,364,212,1120,1116,4
Media-FW,media-node-01,可信,,2026-08-19 19:55:00,2026-08-19 20:00:00,5,1786,1776,10,99.44,0.56,380,222,1173,1166,7
IMS-Core,ims-node-01,可信,,2026-08-19 20:00:00,2026-08-19 20:05:00,5,1449,1441,8,99.45,0.55,296,167,885,878,7
IMS-Core,ims-node-02,可信,,2026-08-19 20:00:00,2026-08-19 20:05:00,5,1497,1490,7,99.53,0.47,312,177,934,931,3
Access-GW,access-node-01,可信,,2026-08-19 20:00:00,2026-08-19 20:05:00,5,1610,1601,9,99.44,0.56,331,191,1019,1013,6
Access-GW,access-node-02,可信,,2026-08-19 20:00:00,2026-08-19 20:05:00,5,1702,1692,10,99.41,0.59,349,204,1093,1091,2
SBC,sbc-node-01,可信,,2026-08-19 20:00:00,2026-08-19 20:05:00,5,1740,1730,10,99.43,0.57,365,213,1135,1130,5
Media-FW,media-node-01,可信,,2026-08-19 20:00:00,2026-08-19 20:05:00,5,1797,1787,10,99.44,0.56,381,223,1189,1188,1
IMS-Core,ims-node-01,可信,,2026-08-19 20:05:00,2026-08-19 20:10:00,5,1450,1443,7,99.52,0.48,297,168,826,825,1
IMS-Core,ims-node-02,可信,,2026-08-19 20:05:00,2026-08-19 20:10:00,5,1501,1494,7,99.53,0.47,313,178,876,872,4
Access-GW,access-node-01,可信,,2026-08-19 20:05:00,2026-08-19 20:10:00,5,1609,1600,9,99.44,0.56,332,192,959,952,7
Access-GW,access-node-02,可信,,2026-08-19 20:05:00,2026-08-19 20:10:00,5,1699,1689,10,99.41,0.59,350,205,1031,1028,3
SBC,sbc-node-01,可信,,2026-08-19 20:05:00,2026-08-19 20:10:00,5,1740,1730,10,99.43,0.57,366,214,1075,1069,6
Media-FW,media-node-01,可信,,2026-08-19 20:05:00,2026-08-19 20:10:00,5,1797,1788,9,99.50,0.50,382,224,1129,1127,2
IMS-Core,ims-node-01,可信,,2026-08-19 20:10:00,2026-08-19 20:15:00,5,1440,1433,7,99.51,0.49,230,169,830,828,2
IMS-Core,ims-node-02,可信,,2026-08-19 20:10:00,2026-08-19 20:15:00,5,1492,1485,7,99.53,0.47,247,179,881,876,5
Access-GW,access-node-01,可信,,2026-08-19 20:10:00,2026-08-19 20:15:00,5,1597,1589,8,99.50,0.50,265,193,962,961,1
Access-GW,access-node-02,可信,,2026-08-19 20:10:00,2026-08-19 20:15:00,5,1685,1676,9,99.47,0.53,282,205,1033,1029,4
SBC,sbc-node-01,可信,,2026-08-19 20:10:00,2026-08-19 20:15:00,5,1728,1719,9,99.48,0.52,299,214,1078,1071,7
Media-FW,media-node-01,可信,,2026-08-19 20:10:00,2026-08-19 20:15:00,5,1787,1778,9,99.50,0.50,315,225,1133,1130,3
IMS-Core,ims-node-01,可信,,2026-08-19 20:15:00,2026-08-19 20:20:00,5,1419,1413,6,99.58,0.42,232,170,828,825,3
IMS-Core,ims-node-02,可信,,2026-08-19 20:15:00,2026-08-19 20:20:00,5,1473,1467,6,99.59,0.41,249,181,880,874,6
Access-GW,access-node-01,可信,,2026-08-19 20:15:00,2026-08-19 20:20:00,5,1574,1567,7,99.56,0.44,266,194,959,957,2
Access-GW,access-node-02,可信,,2026-08-19 20:15:00,2026-08-19 20:20:00,5,1660,1652,8,99.52,0.48,283,206,1029,1024,5
SBC,sbc-node-01,可信,,2026-08-19 20:15:00,2026-08-19 20:20:00,5,1706,1698,8,99.53,0.47,300,215,1076,1075,1
Media-FW,media-node-01,可信,,2026-08-19 20:15:00,2026-08-19 20:20:00,5,1765,1757,8,99.55,0.45,317,226,1131,1127,4
IMS-Core,ims-node-01,可信,,2026-08-19 20:20:00,2026-08-19 20:25:00,5,1390,1384,6,99.57,0.43,233,171,822,818,4
IMS-Core,ims-node-02,可信,,2026-08-19 20:20:00,2026-08-19 20:25:00,5,1445,1440,5,99.65,0.35,250,182,874,867,7
Access-GW,access-node-01,可信,,2026-08-19 20:20:00,2026-08-19 20:25:00,5,1542,1535,7,99.55,0.45,266,194,950,947,3
Access-GW,access-node-02,可信,,2026-08-19 20:20:00,2026-08-19 20:25:00,5,1626,1618,8,99.51,0.49,283,206,1019,1013,6
SBC,sbc-node-01,可信,,2026-08-19 20:20:00,2026-08-19 20:25:00,5,1674,1667,7,99.58,0.42,300,216,1068,1066,2
Media-FW,media-node-01,可信,,2026-08-19 20:20:00,2026-08-19 20:25:00,5,1735,1728,7,99.60,0.40,318,227,1123,1118,5
IMS-Core,ims-node-01,可信,,2026-08-19 20:25:00,2026-08-19 20:30:00,5,1266,1261,5,99.61,0.39,234,173,761,756,5
IMS-Core,ims-node-02,可信,,2026-08-19 20:25:00,2026-08-19 20:30:00,5,1323,1318,5,99.62,0.38,252,183,815,814,1
Access-GW,access-node-01,可信,,2026-08-19 20:25:00,2026-08-19 20:30:00,5,1416,1410,6,99.58,0.42,267,195,889,885,4
Access-GW,access-node-02,可信,,2026-08-19 20:25:00,2026-08-19 20:30:00,5,1498,1492,6,99.60,0.40,283,207,956,949,7
SBC,sbc-node-01,可信,,2026-08-19 20:25:00,2026-08-19 20:30:00,5,1549,1543,6,99.61,0.39,301,217,1006,1003,3
Media-FW,media-node-01,可信,,2026-08-19 20:25:00,2026-08-19 20:30:00,5,1610,1604,6,99.63,0.37,319,228,1062,1056,6
IMS-Core,ims-node-01,可信,,2026-08-19 20:30:00,2026-08-19 20:35:00,5,1227,1187,40,96.74,3.26,235,174,749,743,6
IMS-Core,ims-node-02,可信,,2026-08-19 20:30:00,2026-08-19 20:35:00,5,1286,1241,45,96.50,3.50,253,185,804,802,2
Access-GW,access-node-01,可信,,2026-08-19 20:30:00,2026-08-19 20:35:00,5,1375,1315,60,95.64,4.36,268,196,875,870,5
Access-GW,access-node-02,可信,,2026-08-19 20:30:00,2026-08-19 20:35:00,5,1455,1381,74,94.91,5.09,284,207,942,941,1
SBC,sbc-node-01,可信,,2026-08-19 20:30:00,2026-08-19 20:35:00,5,1508,1429,79,94.76,5.24,302,218,993,989,4
Media-FW,media-node-01,可信,,2026-08-19 20:30:00,2026-08-19 20:35:00,5,1571,1488,83,94.72,5.28,320,229,1050,1043,7
IMS-Core,ims-node-01,可信,,2026-08-19 20:35:00,2026-08-19 20:40:00,5,1190,1148,42,96.47,3.53,236,175,738,731,7
IMS-Core,ims-node-02,可信,,2026-08-19 20:35:00,2026-08-19 20:40:00,5,1250,1204,46,96.32,3.68,255,186,793,790,3
Access-GW,access-node-01,可信,,2026-08-19 20:35:00,2026-08-19 20:40:00,5,1336,1275,61,95.43,4.57,269,197,863,857,6
Access-GW,access-node-02,可信,,2026-08-19 20:35:00,2026-08-19 20:40:00,5,1413,1337,76,94.62,5.38,284,207,928,926,2
SBC,sbc-node-01,可信,,2026-08-19 20:35:00,2026-08-19 20:40:00,5,1469,1389,80,94.55,5.45,303,219,981,976,5
Media-FW,media-node-01,可信,,2026-08-19 20:35:00,2026-08-19 20:40:00,5,1533,1449,84,94.52,5.48,321,230,1038,1037,1
IMS-Core,ims-node-01,可信,,2026-08-19 20:40:00,2026-08-19 20:45:00,5,1157,1126,31,97.32,2.68,238,176,659,658,1
IMS-Core,ims-node-02,可信,,2026-08-19 20:40:00,2026-08-19 20:45:00,5,1219,1184,35,97.13,2.87,256,187,715,711,4
Access-GW,access-node-01,可信,,2026-08-19 20:40:00,2026-08-19 20:45:00,5,1301,1253,48,96.31,3.69,269,197,783,776,7
Access-GW,access-node-02,可信,,2026-08-19 20:40:00,2026-08-19 20:45:00,5,1377,1316,61,95.57,4.43,284,208,847,844,3
SBC,sbc-node-01,可信,,2026-08-19 20:40:00,2026-08-19 20:45:00,5,1435,1369,66,95.40,4.60,304,219,901,895,6
Media-FW,media-node-01,可信,,2026-08-19 20:40:00,2026-08-19 20:45:00,5,1500,1430,70,95.33,4.67,322,231,959,957,2
IMS-Core,ims-node-01,可信,,2026-08-19 20:45:00,2026-08-19 20:50:00,5,1133,1100,33,97.09,2.91,239,177,655,653,2
IMS-Core,ims-node-02,可信,,2026-08-19 20:45:00,2026-08-19 20:50:00,5,1197,1160,37,96.91,3.09,258,188,713,708,5
Access-GW,access-node-01,可信,,2026-08-19 20:45:00,2026-08-19 20:50:00,5,1275,1225,50,96.08,3.92,270,198,778,777,1
Access-GW,access-node-02,可信,,2026-08-19 20:45:00,2026-08-19 20:50:00,5,1348,1285,63,95.33,4.67,285,208,841,837,4
SBC,sbc-node-01,可信,,2026-08-19 20:45:00,2026-08-19 20:50:00,5,1409,1341,68,95.17,4.83,305,220,897,890,7
Media-FW,media-node-01,可信,,2026-08-19 20:45:00,2026-08-19 20:50:00,5,1475,1403,72,95.12,4.88,323,232,955,952,3
IMS-Core,ims-node-01,可信,,2026-08-19 20:50:00,2026-08-19 20:55:00,5,1119,1084,35,96.87,3.13,240,178,657,654,3
IMS-Core,ims-node-02,可信,,2026-08-19 20:50:00,2026-08-19 20:55:00,5,1184,1145,39,96.71,3.29,259,190,715,709,6
Access-GW,access-node-01,可信,,2026-08-19 20:50:00,2026-08-19 20:55:00,5,1258,1206,52,95.87,4.13,271,199,779,777,2
Access-GW,access-node-02,可信,,2026-08-19 20:50:00,2026-08-19 20:55:00,5,1330,1265,65,95.11,4.89,285,209,841,836,5
SBC,sbc-node-01,可信,,2026-08-19 20:50:00,2026-08-19 20:55:00,5,1394,1324,70,94.98,5.02,306,221,898,897,1
Media-FW,media-node-01,可信,,2026-08-19 20:50:00,2026-08-19 20:55:00,5,1460,1386,74,94.93,5.07,324,233,957,953,4
IMS-Core,ims-node-01,可信,,2026-08-19 20:55:00,2026-08-19 21:00:00,5,1116,1079,37,96.68,3.32,241,179,666,662,4
IMS-Core,ims-node-02,可信,,2026-08-19 20:55:00,2026-08-19 21:00:00,5,1183,1142,41,96.53,3.47,261,191,725,718,7
Access-GW,access-node-01,可信,,2026-08-19 20:55:00,2026-08-19 21:00:00,5,1254,1199,55,95.61,4.39,272,200,786,783,3
Access-GW,access-node-02,不可信,采样窗口部分回补,2026-08-19 20:55:00,2026-08-19 21:00:00,5,1323,1255,68,94.86,5.14,285,209,847,841,6
SBC,sbc-node-01,可信,,2026-08-19 20:55:00,2026-08-19 21:00:00,5,1389,1316,73,94.74,5.26,307,222,905,903,2
Media-FW,media-node-01,不可信,采样窗口部分回补,2026-08-19 20:55:00,2026-08-19 21:00:00,5,1457,1380,77,94.72,5.28,325,234,965,960,5
IMS-Core,ims-node-01,可信,,2026-08-19 21:00:00,2026-08-19 21:05:00,5,1125,1086,39,96.53,3.47,243,141,681,676,5
IMS-Core,ims-node-02,可信,,2026-08-19 21:00:00,2026-08-19 21:05:00,5,1193,1149,44,96.31,3.69,263,153,741,740,1
Access-GW,access-node-01,可信,,2026-08-19 21:00:00,2026-08-19 21:05:00,5,1260,1202,58,95.40,4.60,273,162,800,796,4
Access-GW,access-node-02,可信,,2026-08-19 21:00:00,2026-08-19 21:05:00,5,1327,1256,71,94.65,5.35,286,171,859,852,7
SBC,sbc-node-01,可信,,2026-08-19 21:00:00,2026-08-19 21:05:00,5,1396,1320,76,94.56,5.44,308,184,919,916,3
Media-FW,media-node-01,可信,,2026-08-19 21:00:00,2026-08-19 21:05:00,5,1464,1384,80,94.54,5.46,326,196,979,973,6
IMS-Core,ims-node-01,可信,,2026-08-19 21:05:00,2026-08-19 21:10:00,5,1143,1112,31,97.29,2.71,244,142,701,695,6
IMS-Core,ims-node-02,可信,,2026-08-19 21:05:00,2026-08-19 21:10:00,5,1213,1178,35,97.11,2.89,264,155,762,760,2
Access-GW,access-node-01,可信,,2026-08-19 21:05:00,2026-08-19 21:10:00,5,1276,1229,47,96.32,3.68,273,162,819,814,5
Access-GW,access-node-02,可信,,2026-08-19 21:05:00,2026-08-19 21:10:00,5,1341,1282,59,95.60,4.40,286,171,877,876,1
SBC,sbc-node-01,可信,,2026-08-19 21:05:00,2026-08-19 21:10:00,5,1412,1347,65,95.40,4.60,308,185,938,934,4
Media-FW,media-node-01,可信,,2026-08-19 21:05:00,2026-08-19 21:10:00,5,1482,1413,69,95.34,4.66,327,197,999,992,7
IMS-Core,ims-node-01,可信,,2026-08-19 21:10:00,2026-08-19 21:15:00,5,1167,1160,7,99.40,0.60,245,143,725,718,7
IMS-Core,ims-node-02,可信,,2026-08-19 21:10:00,2026-08-19 21:15:00,5,1239,1232,7,99.44,0.56,266,156,787,784,3
Access-GW,access-node-01,可信,,2026-08-19 21:10:00,2026-08-19 21:15:00,5,1298,1290,8,99.38,0.62,274,163,841,835,6
Access-GW,access-node-02,可信,,2026-08-19 21:10:00,2026-08-19 21:15:00,5,1362,1353,9,99.34,0.66,287,172,899,897,2
SBC,sbc-node-01,可信,,2026-08-19 21:10:00,2026-08-19 21:15:00,5,1435,1426,9,99.37,0.63,309,186,961,956,5
Media-FW,media-node-01,可信,,2026-08-19 21:10:00,2026-08-19 21:15:00,5,1506,1497,9,99.40,0.60,329,198,1023,1022,1
IMS-Core,ims-node-01,可信,,2026-08-19 21:15:00,2026-08-19 21:20:00,5,1195,1188,7,99.41,0.59,246,144,681,680,1
IMS-Core,ims-node-02,可信,,2026-08-19 21:15:00,2026-08-19 21:20:00,5,1268,1261,7,99.45,0.55,267,157,743,739,4
Access-GW,access-node-01,可信,,2026-08-19 21:15:00,2026-08-19 21:20:00,5,1324,1316,8,99.40,0.60,275,164,796,789,7
Access-GW,access-node-02,可信,,2026-08-19 21:15:00,2026-08-19 21:20:00,5,1385,1376,9,99.35,0.65,287,172,852,849,3
SBC,sbc-node-01,可信,,2026-08-19 21:15:00,2026-08-19 21:20:00,5,1462,1453,9,99.38,0.62,310,187,917,911,6
Media-FW,media-node-01,可信,,2026-08-19 21:15:00,2026-08-19 21:20:00,5,1533,1524,9,99.41,0.59,330,199,978,976,2
IMS-Core,ims-node-01,可信,,2026-08-19 21:20:00,2026-08-19 21:25:00,5,1134,1128,6,99.47,0.53,248,146,656,654,2
IMS-Core,ims-node-02,可信,,2026-08-19 21:20:00,2026-08-19 21:25:00,5,1209,1203,6,99.50,0.50,269,159,720,715,5
Access-GW,access-node-01,可信,,2026-08-19 21:20:00,2026-08-19 21:25:00,5,1261,1253,8,99.37,0.63,276,165,770,769,1
Access-GW,access-node-02,可信,,2026-08-19 21:20:00,2026-08-19 21:25:00,5,1320,1312,8,99.39,0.61,288,173,825,821,4
SBC,sbc-node-01,可信,,2026-08-19 21:20:00,2026-08-19 21:25:00,5,1399,1391,8,99.43,0.57,311,187,891,884,7
Media-FW,media-node-01,可信,,2026-08-19 21:20:00,2026-08-19 21:25:00,5,1471,1463,8,99.46,0.54,331,200,953,950,3
IMS-Core,ims-node-01,可信,,2026-08-19 21:25:00,2026-08-19 21:30:00,5,1157,1151,6,99.48,0.52,249,147,679,676,3
IMS-Core,ims-node-02,可信,,2026-08-19 21:25:00,2026-08-19 21:30:00,5,1233,1227,6,99.51,0.49,271,160,743,737,6
Access-GW,access-node-01,可信,,2026-08-19 21:25:00,2026-08-19 21:30:00,5,1281,1274,7,99.45,0.55,277,166,792,790,2
Access-GW,access-node-02,可信,,2026-08-19 21:25:00,2026-08-19 21:30:00,5,1339,1331,8,99.40,0.60,288,174,846,841,5
SBC,sbc-node-01,可信,,2026-08-19 21:25:00,2026-08-19 21:30:00,5,1420,1412,8,99.44,0.56,312,188,913,912,1
Media-FW,media-node-01,可信,,2026-08-19 21:25:00,2026-08-19 21:30:00,5,1493,1485,8,99.46,0.54,332,201,976,972,4
IMS-Core,ims-node-01,可信,,2026-08-19 21:30:00,2026-08-19 21:35:00,5,1172,1166,6,99.49,0.51,250,148,698,694,4
IMS-Core,ims-node-02,可信,,2026-08-19 21:30:00,2026-08-19 21:35:00,5,1249,1243,6,99.52,0.48,272,161,762,755,7
Access-GW,access-node-01,可信,,2026-08-19 21:30:00,2026-08-19 21:35:00,5,1294,1287,7,99.46,0.54,278,166,809,806,3
Access-GW,access-node-02,可信,,2026-08-19 21:30:00,2026-08-19 21:35:00,5,1350,1342,8,99.41,0.59,289,174,862,856,6
SBC,sbc-node-01,可信,,2026-08-19 21:30:00,2026-08-19 21:35:00,5,1434,1426,8,99.44,0.56,313,189,931,929,2
Media-FW,media-node-01,可信,,2026-08-19 21:30:00,2026-08-19 21:35:00,5,1507,1499,8,99.47,0.53,333,202,993,988,5
IMS-Core,ims-node-01,可信,,2026-08-19 21:35:00,2026-08-19 21:40:00,5,1176,1170,6,99.49,0.51,184,149,710,705,5
IMS-Core,ims-node-02,可信,,2026-08-19 21:35:00,2026-08-19 21:40:00,5,1256,1250,6,99.52,0.48,206,163,776,775,1
Access-GW,access-node-01,可信,,2026-08-19 21:35:00,2026-08-19 21:40:00,5,1297,1290,7,99.46,0.54,211,167,821,817,4
Access-GW,access-node-02,可信,,2026-08-19 21:35:00,2026-08-19 21:40:00,5,1351,1343,8,99.41,0.59,221,175,873,866,7
SBC,sbc-node-01,可信,,2026-08-19 21:35:00,2026-08-19 21:40:00,5,1437,1429,8,99.44,0.56,246,190,943,940,3
Media-FW,media-node-01,可信,,2026-08-19 21:35:00,2026-08-19 21:40:00,5,1512,1504,8,99.47,0.53,267,203,1006,1000,6
IMS-Core,ims-node-01,可信,,2026-08-19 21:40:00,2026-08-19 21:45:00,5,1170,1165,5,99.57,0.43,185,150,716,710,6
IMS-Core,ims-node-02,可信,,2026-08-19 21:40:00,2026-08-19 21:45:00,5,1251,1246,5,99.60,0.40,208,164,784,782,2
Access-GW,access-node-01,可信,,2026-08-19 21:40:00,2026-08-19 21:45:00,5,1289,1283,6,99.53,0.47,212,168,826,821,5
Access-GW,access-node-02,可信,,2026-08-19 21:40:00,2026-08-19 21:45:00,5,1341,1334,7,99.48,0.52,222,175,877,876,1
SBC,sbc-node-01,可信,,2026-08-19 21:40:00,2026-08-19 21:45:00,5,1429,1422,7,99.51,0.49,248,191,948,944,4
Media-FW,media-node-01,可信,,2026-08-19 21:40:00,2026-08-19 21:45:00,5,1505,1498,7,99.53,0.47,268,204,1012,1005,7
IMS-Core,ims-node-01,可信,,2026-08-19 21:45:00,2026-08-19 21:50:00,5,1153,1148,5,99.57,0.43,187,151,717,710,7
IMS-Core,ims-node-02,可信,,2026-08-19 21:45:00,2026-08-19 21:50:00,5,1236,1231,5,99.60,0.40,209,166,785,782,3
Access-GW,access-node-01,可信,,2026-08-19 21:45:00,2026-08-19 21:50:00,5,1270,1264,6,99.53,0.47,213,169,825,819,6
Access-GW,access-node-02,可信,,2026-08-19 21:45:00,2026-08-19 21:50:00,5,1320,1314,6,99.55,0.45,222,176,875,873,2
SBC,sbc-node-01,可信,,2026-08-19 21:45:00,2026-08-19 21:50:00,5,1411,1404,7,99.50,0.50,249,192,948,943,5
Media-FW,media-node-01,可信,,2026-08-19 21:45:00,2026-08-19 21:50:00,5,1487,1481,6,99.60,0.40,269,205,1012,1011,1
IMS-Core,ims-node-01,可信,,2026-08-19 21:50:00,2026-08-19 21:55:00,5,1127,1123,4,99.65,0.35,188,152,642,641,1
IMS-Core,ims-node-02,可信,,2026-08-19 21:50:00,2026-08-19 21:55:00,5,1211,1207,4,99.67,0.33,211,167,711,707,4
